,author,comment,line,true
187,Toni Da Silva,wow pngn bngt mandi bareng Sassha Carissa :*,Toni Da Silva: wow pngn bngt mandi bareng Sassha Carissa :*,1
188,Textrax Quantitaqiou,"Pendek banget, panjangin kondom dibikin tidur (ingarad) semua toket akan naik porno. Ga sabar bisa ngobrol sama para Bidadari Popular! ","Textrax Quantitaqiou: Pendek banget, panjangin kondom dibikin tidur (ingarad) semua toket akan naik porno. Ga sabar bisa ngobrol sama para Bidadari Popular! ",0
189,David Khadafi,Seriusan pernah threesome?,David Khadafi: Seriusan pernah threesome?,1
190,SCORPION R S,owh it's an meato popular.. brasa kenyang ni perut.. Hmmm  segerrrr,SCORPION R S: owh it's an meato popular.. brasa kenyang ni perut.. Hmmm  segerrrr,0
191,ivan fatoni,bak anu nya gede banget,ivan fatoni: bak anu nya gede banget,0
192,Lintar Ajah,"Gimana ga banyank pemerkosaan,,,,,","Lintar Ajah: Gimana ga banyank pemerkosaan,,,,,",1
193,Sani Lesmana,lagunyah enak banget di denger :D,Sani Lesmana: lagunyah enak banget di denger :D,1
194,Hamdani Dani,Yuk kita praktek sama mba,Hamdani Dani: Yuk kita praktek sama mba,1
195,Fikri Nugraha,IRENE Agustine :*********,Fikri Nugraha: IRENE Agustine :*********,1
196,Clan Nara,Inemnya ntar ada yg gak disensor ?,Clan Nara: Inemnya ntar ada yg gak disensor ?,0
197,Nanda Sukmadira,"Wih cakep"" ni para wanita","Nanda Sukmadira: Wih cakep"" ni para wanita",1
198,Agung Wahyudi,Lagij donkk video rheina di Indonesia bisa dapat bahan kocokan hahahhaaha kiding,Agung Wahyudi: Lagij donkk video rheina di Indonesia bisa dapat bahan kocokan hahahhaaha kiding,0
199,Alfauzy Azis,Gege bohay bgt montok,Alfauzy Azis: Gege bohay bgt montok,0
200,Dhie Pratama,ga sopan tuh host nya ..,Dhie Pratama: ga sopan tuh host nya ..,1
201,Mochamad Zein,ini nama judul song nya apa nih ?,Mochamad Zein: ini nama judul song nya apa nih ?,1
202,Rio Harynal,Bagi wa nya kak Inem..sex,Rio Harynal: Bagi wa nya kak Inem..sex,0
203,Haedir Tunrung,wah cantik amat...bau kentutnya aja psti hatum nih,Haedir Tunrung: wah cantik amat...bau kentutnya aja psti hatum nih,1
204,Mohammad Ilham,mending potongan rambut yg dulu lbih cantik,Mohammad Ilham: mending potongan rambut yg dulu lbih cantik,1
205,Jhoe Radit,Salam susu Sasha ini channel jadi PKPI,Jhoe Radit: Salam susu Sasha ini channel jadi PKPI,0
206,Zulkoro Flavor,gambarnya kayak lowongan buat ngrusak model yang ngak ecek2k,Zulkoro Flavor: gambarnya kayak lowongan buat ngrusak model yang ngak ecek2k,0
207,dewa 12,"Jelek cwenya, krna sexi aja.. jdi pda suka...","dewa 12: Jelek cwenya, krna sexi aja.. jdi pda suka...",1
208,Ozon Saper Min,Udah tua cuma 1 doang.....,Ozon Saper Min: Udah tua cuma 1 doang.....,0
209,Kong Kurniawan,Bisa gitu aja Kak... Makasih,Kong Kurniawan: Bisa gitu aja Kak... Makasih,0
210,Wahid Arifin,Mantap jdi pengen ni...,Wahid Arifin: Mantap jdi pengen ni...,1
211,Ezzi Ejih bijih,"Aku masih gayakin kak, gimana kli kita berdua uji cona dulu, blh gk?","Ezzi Ejih bijih: Aku masih gayakin kak, gimana kli kita berdua uji cona dulu, blh gk?",1
212,hari gatzs,dunia bentuk nya memang gak usah pake baju,hari gatzs: dunia bentuk nya memang gak usah pake baju,0
213,Joni Setiawan,Nyonyanya inem kebali seksi pagi ngaceng bae,Joni Setiawan: Nyonyanya inem kebali seksi pagi ngaceng bae,0
214,ijul juli,Guru sex gw nih ibu sasaaaa,ijul juli: Guru sex gw nih ibu sasaaaa,1
215,Cleopatra Suatan,Sini inem jdi pembantu di rumah aku aja.....,Cleopatra Suatan: Sini inem jdi pembantu di rumah aku aja.....,1
216,samuel budi,"Kalu bercintanya ma km pasti bs lama banget,tubuh km pasti kenyal...","samuel budi: Kalu bercintanya ma km pasti bs lama banget,tubuh km pasti kenyal...",0
217,TRITONE_LG LG,Mending populer buat pesta bokep aja,TRITONE_LG LG: Mending populer buat pesta bokep aja,1
218,Bagus Ariestantio,"kok gedenya, jadi ausss dan bingung bolanya yang mananya...?","Bagus Ariestantio: kok gedenya, jadi ausss dan bingung bolanya yang mananya...?",1
219,zakhariadoni suka,Lagi2 si otong jd rider sedap tu,zakhariadoni suka: Lagi2 si otong jd rider sedap tu,0
220,Pujo Rianto,Sini jadi asisten rumah tangga ku aja nem.gajihnya nanti tak lebihin deh :D,Pujo Rianto: Sini jadi asisten rumah tangga ku aja nem.gajihnya nanti tak lebihin deh :D,1
221,Aiss Kurniawan,lihat video yoshie drpd tania ayu ,Aiss Kurniawan: lihat video yoshie drpd tania ayu ,0
222,BMIG FV,jadi rilis tanggal brpa?,BMIG FV: jadi rilis tanggal brpa?,1
223,ronaldo pangz,klo ga balik ke rya alvent aja.. lebih cocok,ronaldo pangz: klo ga balik ke rya alvent aja.. lebih cocok,1
224,wayan dharmawan,Kalo ada sexdoll model gini..gw pesen atu dah.xoxo,wayan dharmawan: Kalo ada sexdoll model gini..gw pesen atu dah.xoxo,0
225,Muhammad Ilham,Tq ilmu nya harus pake kondom g enak keluardi dlm nya,Muhammad Ilham: Tq ilmu nya harus pake kondom g enak keluardi dlm nya,0
226,Dira Lpg,Aguy. ngajarin ngentot ni anak. Kampaaannggg..,Dira Lpg: Aguy. ngajarin ngentot ni anak. Kampaaannggg..,1
227,Zako Kamko Indonesian,sy suka coli sambil keres,Zako Kamko Indonesian: sy suka coli sambil keres,0
228,kiki riyadi,"akhirnya! dikabung abang, bakal dibalas yah. aku lgi ngeliat lampu belakang","kiki riyadi: akhirnya! dikabung abang, bakal dibalas yah. aku lgi ngeliat lampu belakang",0
229,Ilham Maulana,Detik ke 39 siapa namanya ada yang tau ?,Ilham Maulana: Detik ke 39 siapa namanya ada yang tau ?,0
230,Fadhli Julio Mahendra,wow barbie seksi panget udelnya diliatin,Fadhli Julio Mahendra: wow barbie seksi panget udelnya diliatin,0
231,arti nama,"Maksud.a apa goyang"" gagal paham ","arti nama: Maksud.a apa goyang"" gagal paham ",0
232,Didier Drogbazoka,cocok jadi bintang film xxx,Didier Drogbazoka: cocok jadi bintang film xxx,1
233,Riki Setiawan,ah kenapa ditutupin dek...kan ini versi 21 plus...seharusnya dibuka donk...gak seru ah...klo gitu...,Riki Setiawan: ah kenapa ditutupin dek...kan ini versi 21 plus...seharusnya dibuka donk...gak seru ah...klo gitu...,1
234,batavia laros,"Gang bang, hardcore, threesome. Swinger. Haha","batavia laros: Gang bang, hardcore, threesome. Swinger. Haha",1
235,Aji Setiawan,saya tunggu film pornonya,Aji Setiawan: saya tunggu film pornonya,0
236,Johnny Appleseed,alhamdulillah.. masih normal gw ternyata,Johnny Appleseed: alhamdulillah.. masih normal gw ternyata,1
237,herdi setiakhan,"rendut mendesahnya dgn volume kecil, takut ketahuan org tua wkwk","herdi setiakhan: rendut mendesahnya dgn volume kecil, takut ketahuan org tua wkwk",0
238,Runa Babeh,Sama..kamu aja neng .,Runa Babeh: Sama..kamu aja neng .,1
239,zullaikhamaesaroh alistiqomah,acara begini merusak generasi muda,zullaikhamaesaroh alistiqomah: acara begini merusak generasi muda,1
240,Ikhsan Yarif Ibrahim,latihanx yg makin sexi ya..biar enak dilhtx,Ikhsan Yarif Ibrahim: latihanx yg makin sexi ya..biar enak dilhtx,1
241,Abu Ibrahim,"Berhenti berlangganan om,, ","Abu Ibrahim: Berhenti berlangganan om,, ",0
242,Muhammad Nasir,Bisa di sama sasha gag nih tips nya hehehe,Muhammad Nasir: Bisa di sama sasha gag nih tips nya hehehe,1
243,ridwan hermawan setyaji,Jalan2 di kemang sblh,ridwan hermawan setyaji: Jalan2 di kemang sblh,0
244,EnA CHNC,Wah sekarang mulai nackal :D,EnA CHNC: Wah sekarang mulai nackal :D,0
245,Aditiya Romadhan,Rambutnya bikin gregetan,Aditiya Romadhan: Rambutnya bikin gregetan,0
246,frantio palenggara,gw tetep pilih rere (indonesia) dong,frantio palenggara: gw tetep pilih rere (indonesia) dong,0
247,Ihsan hidayat,Skalian aja buat film nya trus ,Ihsan hidayat: Skalian aja buat film nya trus ,0
248,Jafar Shodiq,Guuuiede puoool bruuuuuktt,Jafar Shodiq: Guuuiede puoool bruuuuuktt,1
249,HILSYA JR,bikin eweanya.........ups,HILSYA JR: bikin eweanya.........ups,1
250,DESTA CHANEL,"klw gw di posisi om yayan pasti salfok itu njirr,,,wkwkwk","DESTA CHANEL: klw gw di posisi om yayan pasti salfok itu njirr,,,wkwkwk",0
251,Fahreza Fitra,LIAR RN SANG AKU MAUUUUUU.,Fahreza Fitra: LIAR RN SANG AKU MAUUUUUU.,0
252,Batman n K,Nakin masih jomblo :v,Batman n K: Nakin masih jomblo :v,0
253,Youber Geng,"Maksud ngaceng trus, kapan diupload pake bikini? rasa nya itu sudah trpancut sahh& dah1rkres lihattlu...","Youber Geng: Maksud ngaceng trus, kapan diupload pake bikini? rasa nya itu sudah trpancut sahh& dah1rkres lihattlu...",0
254,Nazarruddin 3233,MALAM JUMATNYA SAMA AKU MAUUUUUU.,Nazarruddin 3233: MALAM JUMATNYA SAMA AKU MAUUUUUU.,1
255,kholid pandu nugraha,Udah tania ayu aja yang jadi siinem seger liatnya,kholid pandu nugraha: Udah tania ayu aja yang jadi siinem seger liatnya,1
256,Krisna Wijaya,paling enak di hisap kamu,Krisna Wijaya: paling enak di hisap kamu,1
257,Imam Iksan8,sasha kemlaken banget hobi comek pastinya kalo jauh dari para pendidikan Pengalaman  harga se om mobi... kurang apa min ,Imam Iksan8: sasha kemlaken banget hobi comek pastinya kalo jauh dari para pendidikan Pengalaman  harga se om mobi... kurang apa min ,0
258,Andriansyah 07,gak perlu ngerogo kocek dalam2 dan gausah capek capek manjat dinding...di sini liat tetek sangat murah bahkan gratis....,Andriansyah 07: gak perlu ngerogo kocek dalam2 dan gausah capek capek manjat dinding...di sini liat tetek sangat murah bahkan gratis....,1
259,Solusi Kredit,"pantesan, banyak yg bergadang sampai jam 2 malam.","Solusi Kredit: pantesan, banyak yg bergadang sampai jam 2 malam.",1
260,java island,"mau gak panas mah makan di mall, jangan di pinggir jalan ","java island: mau gak panas mah makan di mall, jangan di pinggir jalan ",1
261,Ari Yuda,Pasti nya susunya di makeup in tu biar meling,Ari Yuda: Pasti nya susunya di makeup in tu biar meling,0
262,Jaysudr Sudr,So awesome and so gorgeous babes,Jaysudr Sudr: So awesome and so gorgeous babes,0
263,Akbarcocoa Cocoa,Vidioe bokep terbaru di cinah,Akbarcocoa Cocoa: Vidioe bokep terbaru di cinah,1
264,Jack Slade,Channel jual badan. Obral2.,Jack Slade: Channel jual badan. Obral2.,0
265,Rizky Sanjaya,Aku mau jadi tukang pijat nya tuh...,Rizky Sanjaya: Aku mau jadi tukang pijat nya tuh...,0
266,Faddila Ostreicher,Berhenti langganan aja dh ,Faddila Ostreicher: Berhenti langganan aja dh ,0
267,Mohd Visal,Neraka menanti kalau kayak gini..,Mohd Visal: Neraka menanti kalau kayak gini..,0
268,Ronald Regand,Ampun ga kuat mana tahan lihat Tania ayu yg Hot + Seksi,Ronald Regand: Ampun ga kuat mana tahan lihat Tania ayu yg Hot + Seksi,1
269,Elma Yunika,"ciri kiamat sudah sangat dekat. Ngeri ngebayangin beberapa tahun ke depan kalo tontonan kaya gini bebas tayang, kasihan anak saya gimana nasibnya kalo sudah besar nanti. seharusnya mbak mbak ini yang katanya seksi pdahal beberapa tahun ke depan akan menjadi mayat dan dikubur tubuhnya hancur mikirin juga dong akibat ke depannya, akibat buat mbak dan masa depan anak2nya. inget mbak hidup bukan hanya di dunia saja.","Elma Yunika: ciri kiamat sudah sangat dekat. Ngeri ngebayangin beberapa tahun ke depan kalo tontonan kaya gini bebas tayang, kasihan anak saya gimana nasibnya kalo sudah besar nanti. seharusnya mbak mbak ini yang katanya seksi pdahal beberapa tahun ke depan akan menjadi mayat dan dikubur tubuhnya hancur mikirin juga dong akibat ke depannya, akibat buat mbak dan masa depan anak2nya. inget mbak hidup bukan hanya di dunia saja.",1
270,D Putra,andrea pling mntp !  kyanya di jatomi fitness kuncit nih..,D Putra: andrea pling mntp !  kyanya di jatomi fitness kuncit nih..,1
271,Andi Rap,Kenapa bukan sassa charissa,Andi Rap: Kenapa bukan sassa charissa,0
272,Fahmi Aditya,irene cantiknya ga ngebosenin..,Fahmi Aditya: irene cantiknya ga ngebosenin..,0
273,Alim Andrifky,Pusing udah kalo liat sassaa...,Alim Andrifky: Pusing udah kalo liat sassaa...,1
274,Satrio Utomo_SFN,Kagak perawan smua nya nih dari jalan nya gak rapat bokong melaarr..... Liaar gateell,Satrio Utomo_SFN: Kagak perawan smua nya nih dari jalan nya gak rapat bokong melaarr..... Liaar gateell,1
275,Netizennee Xxx,Gede Amet Toket Teme Ays ,Netizennee Xxx: Gede Amet Toket Teme Ays ,0
276,Judith Adnanth,"Ha...ha..ha...dia pikir dia punya gaya hidup yg modern?pemuja Hedonisme biasanya berakhir sengsara,kebahagiannya semu,jiwanta rapuh,hidupnya penuh masalah,tidak pernah puas dan mudah stress/depresi.ini analisa saya secara umum,tidak khusus untuk seseorang di video ini.","Judith Adnanth: Ha...ha..ha...dia pikir dia punya gaya hidup yg modern?pemuja Hedonisme biasanya berakhir sengsara,kebahagiannya semu,jiwanta rapuh,hidupnya penuh masalah,tidak pernah puas dan mudah stress/depresi.ini analisa saya secara umum,tidak khusus untuk seseorang di video ini.",1
277,Nafi perfeck,bih.... ngunu kui op ora abot to jane gowone...,Nafi perfeck: bih.... ngunu kui op ora abot to jane gowone...,1
278,Kanjeng Nunu,cewe cuma nongol kenape ??,Kanjeng Nunu: cewe cuma nongol kenape ??,0
279,Sabon 88,Iyaaa ini adalah Salah Satu Alasan mengapa Th sex ya,Sabon 88: Iyaaa ini adalah Salah Satu Alasan mengapa Th sex ya,0
280,Paklek yoyoi,tetap grace iskandar juaranya,Paklek yoyoi: tetap grace iskandar juaranya,1
281,Ridho Darmawan,"Kok ky gini, jadi kurang reccomend ke om mobi!","Ridho Darmawan: Kok ky gini, jadi kurang reccomend ke om mobi!",0
282,Dyde Hrp,"Sy suka bikini biru,merah","Dyde Hrp: Sy suka bikini biru,merah",1
283,AGUS HERI,TAMBAH DONG BUKA BRA NYA,AGUS HERI: TAMBAH DONG BUKA BRA NYA,1
284,Selamat perempuan yg setengah -_,elamat perempuan yg setengah -_-,Selamat perempuan yg setengah -_-,0
285,kardoncenih kardonce,"percuma ksh tips apa mba, ngk ada yg dengerin yg liat video ini pada sange","kardoncenih kardonce: percuma ksh tips apa mba, ngk ada yg dengerin yg liat video ini pada sange",0
286,yusup baharudin,kami suka ban sama modelnya ,yusup baharudin: kami suka ban sama modelnya ,1
287,muhammad fauzan,inem mau gak nikah sama aku :)mau dong minta no telpon dong inem sayang,muhammad fauzan: inem mau gak nikah sama aku :)mau dong minta no telpon dong inem sayang,1
288,Bertho Saduga,kacian diana jadi bahan encrot encrotan pasukan colai.,Bertho Saduga: kacian diana jadi bahan encrot encrotan pasukan colai.,1
289,KOKONUTS,gakk usahh pkee kondom langsung ajaa crottt nyaa,KOKONUTS: gakk usahh pkee kondom langsung ajaa crottt nyaa,1
290,Ilham Killer,"G ada enaknya klo pake kondom,siapa tau aja enak klo sama mbaknya","Ilham Killer: G ada enaknya klo pake kondom,siapa tau aja enak klo sama mbaknya",1
291,farid awiya,"Kalo bisa tiap review mobil, om mobi gandeng tuh om?","farid awiya: Kalo bisa tiap review mobil, om mobi gandeng tuh om?",0
292,Jeriko Fernandez,Ra kelingan sing duwe urip..,Jeriko Fernandez: Ra kelingan sing duwe urip..,0
293,Hilman Nurhadi,Kalo dosen di kampus w kaya gini kaya nya ga akan pernah bolos w ,Hilman Nurhadi: Kalo dosen di kampus w kaya gini kaya nya ga akan pernah bolos w ,1
294,15 barm,"Wah enak tuh, kalau punya istri dan pembantu kaya gitu, gapapa dehh hehehhe","15 barm: Wah enak tuh, kalau punya istri dan pembantu kaya gitu, gapapa dehh hehehhe",0
295,Surya Ekajaya,Maen a yg mantep ngelayanin suami a biar suami a puas,Surya Ekajaya: Maen a yg mantep ngelayanin suami a biar suami a puas,1
296,arsil lya,takut ketauan orang lain kalo mainya dimobil,arsil lya: takut ketauan orang lain kalo mainya dimobil,1
297,yopi wijaya,kan om mobi kaya kok takut miskin wjwkwkwkwkw,yopi wijaya: kan om mobi kaya kok takut miskin wjwkwkwkwkw,0
298,Muhammad Fajar,Enak tuh croot crroooootttttttt,Muhammad Fajar: Enak tuh croot crroooootttttttt,0
299,alan sumbogo,"Simple, i see boob i click","alan sumbogo: Simple, i see boob i click",1
300,Ketut Antoni,"padahal Muslim yang bikin perang saudara,jangan pernah bawa"" agama lain blm tentu agama Lo lebih baik dari agama mereka,","Ketut Antoni: padahal Muslim yang bikin perang saudara,jangan pernah bawa"" agama lain blm tentu agama Lo lebih baik dari agama mereka,",1
301,ARIFIN. blitar patria,Puput yg cantik coba masak ayam masak pada jaman nya...,ARIFIN. blitar patria: Puput yg cantik coba masak ayam masak pada jaman nya...,0
302,Odoy doy,"Di tongton dosa,gk di tongton suka, owg oh inem love you","Odoy doy: Di tongton dosa,gk di tongton suka, owg oh inem love you",1
303,Yogi Sutrisna,apa cuma gue yg pengen bgt buat film sex ama inem..,Yogi Sutrisna: apa cuma gue yg pengen bgt buat film sex ama inem..,0
304,Alfa 589,akhirnya sangat ber manfaat...perbanyak dong mbak vlognya..biar bisa jaga kesehatan hangout gitu.. suka bgt lht km,Alfa 589: akhirnya sangat ber manfaat...perbanyak dong mbak vlognya..biar bisa jaga kesehatan hangout gitu.. suka bgt lht km,0
305,Oktav Woka,Dari matamu kumelihat iblis dihatimu...mudah2an engkau akan mendapatkan sorga... ,Oktav Woka: Dari matamu kumelihat iblis dihatimu...mudah2an engkau akan mendapatkan sorga... ,0
306,Rikna Erick,Buat para lelaki awas gagal fokus...!!,Rikna Erick: Buat para lelaki awas gagal fokus...!!,1
307,Pandu Yugo,"di goplay tidak ditemukan,,","Pandu Yugo: di goplay tidak ditemukan,,",0
308,ALIF RHAMDANI,Wtf gold digger = cewe matre,ALIF RHAMDANI: Wtf gold digger = cewe matre,1
309,arif sanjani,Tolong next episode terusnya pake bh ya...,arif sanjani: Tolong next episode terusnya pake bh ya...,1
310,amirullah dean,coba deh tonton video artis hijrah... InsyaAllah qm so tung utk kecewa,amirullah dean: coba deh tonton video artis hijrah... InsyaAllah qm so tung utk kecewa,0
311,Ardhi Ardhi,Mantap penganti mia khalifa,Ardhi Ardhi: Mantap penganti mia khalifa,1
312,be one,damn !!! what is that...,be one: damn !!! what is that...,1
313,Ashar Nadif,SAPA YG GAK BETAH LIAT  ORANG CEWEKNYA KYK GITU..WKWK,Ashar Nadif: SAPA YG GAK BETAH LIAT  ORANG CEWEKNYA KYK GITU..WKWK,1
314,Yudi Agus,teteknya bikin holiday y,Yudi Agus: teteknya bikin holiday y,0
315,Lanny Nataya, Apapun itu biar kqn lqh itu diodorap kau. ,Lanny Nataya:  Apapun itu biar kqn lqh itu diodorap kau. ,0
316,ardhy leo,apa judul lagunya tu???,ardhy leo: apa judul lagunya tu???,1
317,Dedy Prasetyo,"ini acara apa seh,bikin tegang semua","Dedy Prasetyo: ini acara apa seh,bikin tegang semua",0
318,Joni Si ocong,jangan pada munafik pasti yang liat video ini pada sange,Joni Si ocong: jangan pada munafik pasti yang liat video ini pada sange,0
319,Danny Sahputra,Ongain aku padah punya suami a biar suami a bokep sekalian,Danny Sahputra: Ongain aku padah punya suami a biar suami a bokep sekalian,0
320,Danista Yani,Tato nya bikin sakit mata ka ,Danista Yani: Tato nya bikin sakit mata ka ,0
321,Lavender,"warnanya kok butek banget ya, wkwk, editornya asal apaan ;-) ","Lavender: warnanya kok butek banget ya, wkwk, editornya asal apaan ;-) ",0
322,Pisseh,ini termasuk ilfillah,Pisseh: ini termasuk ilfillah,0
323,Zalle88 88,"Mantap Kalau yang bawain puput carolina,semok habis","Zalle88 88: Mantap Kalau yang bawain puput carolina,semok habis",0
324,tHor Ric As Syabab,kapan nih bikin adem aku dewasa sama dimana ?,tHor Ric As Syabab: kapan nih bikin adem aku dewasa sama dimana ?,0
325,muhura Gaming,Durasinya kurang lama anday lama wkwkwk,muhura Gaming: Durasinya kurang lama anday lama wkwkwk,0
326,anonymous,ini baru enak dipandang. mantap min banyakin sassha nya,anonymous: ini baru enak dipandang. mantap min banyakin sassha nya,0
327,dayat hamdani,"udah nitru barat, ini Indonesia kalo Malaysia bilang tak seronok","dayat hamdani: udah nitru barat, ini Indonesia kalo Malaysia bilang tak seronok",1
328,Anto Anto,Damn !!! what is that...,Anto Anto: Damn !!! what is that...,0
329,Pisseh,"yah habis ya inem versi rya allvent, padahal paling menggoda dia meraninnya. Semoga inem selanjutnya bisa lebih seksi lah","Pisseh: yah habis ya inem versi rya allvent, padahal paling menggoda dia meraninnya. Semoga inem selanjutnya bisa lebih seksi lah",1
330,Jaka Tiadatara,Manang banyak. Cuuuuuk deh...,Jaka Tiadatara: Manang banyak. Cuuuuuk deh...,0
331,Xie Dan Ni ,hhhhhhhh fatty pussy... lol,Xie Dan Ni : hhhhhhhh fatty pussy... lol,0
332,boby setyo,punyaku jg sering q ganti olinya,boby setyo: punyaku jg sering q ganti olinya,0
333,dhik thea,ni dia duet yg di tungu2 cocok tuh bwt tips mlm jumat episode selanjutnya,dhik thea: ni dia duet yg di tungu2 cocok tuh bwt tips mlm jumat episode selanjutnya,1
