,author,comment,line,true
101,Emand Egok,saya sebagai Rakyat  Indonesia tidak setujuh dengan orang dari luar bangsa Indonesia mencalon diri sebagai presiden.  kalau memang dia mau menjadi presiden apa salahnya  Dia  mencalon diri di Negaranya sendiri. bukan di Negara Orang lain..!!,Emand Egok: saya sebagai Rakyat  Indonesia tidak setujuh dengan orang dari luar bangsa Indonesia mencalon diri sebagai presiden.  kalau memang dia mau menjadi presiden apa salahnya  Dia  mencalon diri di Negaranya sendiri. bukan di Negara Orang lain..!!,1
102,akayy akayy,kalo di kalimantan slesai ni org wkwk,akayy akayy: kalo di kalimantan slesai ni org wkwk,1
103,Sabri Tanjung,"#Tenggelamkan Gerindra,PAN,PKS 2019,partai busuk pemecah belah bangsa","Sabri Tanjung: #Tenggelamkan Gerindra,PAN,PKS 2019,partai busuk pemecah belah bangsa",1
104,Dhanies Syapoetra,channelnya apa ya ? ada yg tau?,Dhanies Syapoetra: channelnya apa ya ? ada yg tau?,1
105,Alin Meilla,Tak nah yo..komando dor umur...,Alin Meilla: Tak nah yo..komando dor umur...,0
106,purwanti adjah,mantap ni kita mencari kesalahannya seperti bapak ini pesantren sepertinya serakah,purwanti adjah: mantap ni kita mencari kesalahannya seperti bapak ini pesantren sepertinya serakah,0
107,linda jutex,"Selamat pak Ganjar semoga jenang xideo itu g ada h2 anjink 1, per cox  klo hasil dr dtang ario , bpk kpala liat  bpk tetap sby kiswinar  , dulu  perkembangan  dr  indonesia  ya   ???","linda jutex: Selamat pak Ganjar semoga jenang xideo itu g ada h2 anjink 1, per cox  klo hasil dr dtang ario , bpk kpala liat  bpk tetap sby kiswinar  , dulu  perkembangan  dr  indonesia  ya   ???",0
108,nandar gebre'n,di mlknkn gk dpt x  . ...knp ya ? Semua jelas arah dia dgn kata2 yg jujur ni botol bicara dan otaknya biasanya .Perdagangan saat ini ? Sesuai dengan apa yang dikatakan harta untuk korupsi nya.. biar ada partai yang berbeda kenapa harus 3000...,nandar gebre'n: di mlknkn gk dpt x  . ...knp ya ? Semua jelas arah dia dgn kata2 yg jujur ni botol bicara dan otaknya biasanya .Perdagangan saat ini ? Sesuai dengan apa yang dikatakan harta untuk korupsi nya.. biar ada partai yang berbeda kenapa harus 3000...,0
109,Linda Azah,Rizal ramli sbg petugas yg tegas baik dalam menangkap di indonesia. Bahaya kang Asep kelak menjadi teroris,Linda Azah: Rizal ramli sbg petugas yg tegas baik dalam menangkap di indonesia. Bahaya kang Asep kelak menjadi teroris,0
110,Eddy Ahmed,sotoy puya dungu dulu sirapa...,Eddy Ahmed: sotoy puya dungu dulu sirapa...,0
111,Error DnS,"Yang komen pintar sekarang, berani gak yah?","Error DnS: Yang komen pintar sekarang, berani gak yah?",0
112,6xfried,"honestly , einstein , tesla , edison , franklin or shit.  they're genius , But this man is a LEGEND","6xfried: honestly , einstein , tesla , edison , franklin or shit.  they're genius , But this man is a LEGEND",1
113,Siti Huz,pak Ridwan Kamil dan USR lagi yg ngibul je ,Siti Huz: pak Ridwan Kamil dan USR lagi yg ngibul je ,0
114,bunga m,nomor urut 2 mantap paling kereeeeeeeeeeenn,bunga m: nomor urut 2 mantap paling kereeeeeeeeeeenn,1
115,Kekekoki Kauai,Emang bocah jaman sekarang kebiasaan ntrunyak kl sm orng tua....  Heran jg gu opo ya penyebabnya. ,Kekekoki Kauai: Emang bocah jaman sekarang kebiasaan ntrunyak kl sm orng tua....  Heran jg gu opo ya penyebabnya. ,1
116,moghumoghu,kaya gini masih di hukum 10taun hukum mati baru pantas,moghumoghu: kaya gini masih di hukum 10taun hukum mati baru pantas,1
117,KH Subijakto,"PSI :"" Apakah? Allahu akbar.. masalah2 untuk orang tuanya. Jadi seharusnya kesalahan pahamin tapi keluar dari wanita (yang mengolok-olok) dan janganlah kamu periode 202 atau setara juga utk NKRI.","KH Subijakto: PSI :"" Apakah? Allahu akbar.. masalah2 untuk orang tuanya. Jadi seharusnya kesalahan pahamin tapi keluar dari wanita (yang mengolok-olok) dan janganlah kamu periode 202 atau setara juga utk NKRI.",0
118,irwan baju cerdas,... dasar bandung sma santri nya profesi sebagai bapaknya.. hahahahaha,irwan baju cerdas: ... dasar bandung sma santri nya profesi sebagai bapaknya.. hahahahaha,0
119,nafisa malin,aku gawe etu kiman ditangkap kulkas di jakarta kalo hukumannya bersedekah...itu baiknya panjang lebar,nafisa malin: aku gawe etu kiman ditangkap kulkas di jakarta kalo hukumannya bersedekah...itu baiknya panjang lebar,0
120,micik atin,"Apakah yg dirazia Pak, tp dari awal reporter bahwa soal semua ini tidak berani menerima keadaan indisian terbatas dalam konsekuensi tersembunyi dibalik HHH","micik atin: Apakah yg dirazia Pak, tp dari awal reporter bahwa soal semua ini tidak berani menerima keadaan indisian terbatas dalam konsekuensi tersembunyi dibalik HHH",0
121,YASAH MUSA,hukum se umur hidup sampai mati...,YASAH MUSA: hukum se umur hidup sampai mati...,1
122,Irwan Sejati,Bubarrrkan nepa pesawat di bandung dlm habis....dia itu orang apa ... Pohon yang komen turut berduka atas berkah pak ,Irwan Sejati: Bubarrrkan nepa pesawat di bandung dlm habis....dia itu orang apa ... Pohon yang komen turut berduka atas berkah pak ,0
123,amasha putri,Klo sdh di tangkap..rendam di laut di ikat trus seret pake kapal,amasha putri: Klo sdh di tangkap..rendam di laut di ikat trus seret pake kapal,1
124,otong asoy,SEKJEN... NAMA RAJA DJJAL JAMAN NOW.. NGA BERBOBOT DIKIT JUGA REZIM MUNAFIK INI HANCUR TERMASUK PARTAI SETAN INDONESIA... MUNTAH GW LIHAT MUKA RAJA DJJAL JAMAN NOW,otong asoy: SEKJEN... NAMA RAJA DJJAL JAMAN NOW.. NGA BERBOBOT DIKIT JUGA REZIM MUNAFIK INI HANCUR TERMASUK PARTAI SETAN INDONESIA... MUNTAH GW LIHAT MUKA RAJA DJJAL JAMAN NOW,1
125,puspa prahara,"Pak Jawa mas, Capsaidpan yang Tidak Melakukan hubungan gentar, PMIMp yo ulung NYPRABESI..","puspa prahara: Pak Jawa mas, Capsaidpan yang Tidak Melakukan hubungan gentar, PMIMp yo ulung NYPRABESI..",0
126,Habib hussain,Myanmar tinggal di beri kesehatan Amin.,Habib hussain: Myanmar tinggal di beri kesehatan Amin.,0
127,Jeremy love,jjur.. coba kalau di kunci kendaraan sama aja pembunuh BISA brarti karna ga sanggup tetipu msh cukup buat pledoi nma py harga diri lgsung di doorr aja,Jeremy love: jjur.. coba kalau di kunci kendaraan sama aja pembunuh BISA brarti karna ga sanggup tetipu msh cukup buat pledoi nma py harga diri lgsung di doorr aja,0
128,Erik Sebastiyo,subhanallah... salut salut if umur ya,Erik Sebastiyo: subhanallah... salut salut if umur ya,0
129,Dewi Furniqa,muka nya jaman pak harto mama di sumatera. masa minta uang tua nya MT,Dewi Furniqa: muka nya jaman pak harto mama di sumatera. masa minta uang tua nya MT,0
130,Alief Naufal,Ini kompas tv subjektif. Buat apa jatuhin satu sama lain. Tv sudah dikuasai pemilik koalisi jokowi. Berita sampah,Alief Naufal: Ini kompas tv subjektif. Buat apa jatuhin satu sama lain. Tv sudah dikuasai pemilik koalisi jokowi. Berita sampah,1
131,khajar tamby,seruah warga bandung kayaq ikut nangis ,khajar tamby: seruah warga bandung kayaq ikut nangis ,0
132,Tedjo Purnomo,"Klo utk sepeda motor, jaman sby kaya nya msih barang mewah. Di lingkungan RT di desa kami madih bisa dihitung jumlah nya. Tapi sekarang era Jokowi hmpir tiap rumah punya sepeda motor. Bahkan ada yg 1rumah punya 2 atw 3 spda motor. Berarti gimana?","Tedjo Purnomo: Klo utk sepeda motor, jaman sby kaya nya msih barang mewah. Di lingkungan RT di desa kami madih bisa dihitung jumlah nya. Tapi sekarang era Jokowi hmpir tiap rumah punya sepeda motor. Bahkan ada yg 1rumah punya 2 atw 3 spda motor. Berarti gimana?",1
133,Didik Lovastret,"jangan lupa untuk no no partai anak kecil dibelakang, keliatan bohong nya,,,mempertanyakan kara kaum yg mati kmna aslinya km skr  mampu bs gtu","Didik Lovastret: jangan lupa untuk no no partai anak kecil dibelakang, keliatan bohong nya,,,mempertanyakan kara kaum yg mati kmna aslinya km skr  mampu bs gtu",0
134,Khaisah Yahyah,"Salut warga Bakal Lancar Kompas Tv  pasal menilai korupsi itu adalah para pak MT,, ","Khaisah Yahyah: Salut warga Bakal Lancar Kompas Tv  pasal menilai korupsi itu adalah para pak MT,, ",0
135,Dedy Suandi Sianturi,Isis adalah Pengikut Iblis Setan Dajjal Jin n Group Sampah dunia yg TERSADIS. Barangsiapa yg berbuat KEJAHATAN berarti dia Pengikut ISIS.,Dedy Suandi Sianturi: Isis adalah Pengikut Iblis Setan Dajjal Jin n Group Sampah dunia yg TERSADIS. Barangsiapa yg berbuat KEJAHATAN berarti dia Pengikut ISIS.,1
136,Regina Kweer,Indonesia itu budaya mall nyapres bahasa Indonesia dulu kbnyakan mulut trs....belana gk ada manusia yg ada di buka...,Regina Kweer: Indonesia itu budaya mall nyapres bahasa Indonesia dulu kbnyakan mulut trs....belana gk ada manusia yg ada di buka...,0
137,Ajo Supriono,"Jgn di kasih ampun. Beliau oke bagus itu. Ditanya kelahiran ini sampai kapan pun, tp ini kelemahan an tak hanya  yg tau kesempatan buat penjahat yg cari2 kesalahan juga,  he he kebenarannya. mau bukti jessica ? mungkin pak mario gk bs ditinggalin.","Ajo Supriono: Jgn di kasih ampun. Beliau oke bagus itu. Ditanya kelahiran ini sampai kapan pun, tp ini kelemahan an tak hanya  yg tau kesempatan buat penjahat yg cari2 kesalahan juga,  he he kebenarannya. mau bukti jessica ? mungkin pak mario gk bs ditinggalin.",0
138,Jauza Lesmana,Subhanallah.. Semoga makin dilancarkan rizky nya beramal 1 pihak lagi,Jauza Lesmana: Subhanallah.. Semoga makin dilancarkan rizky nya beramal 1 pihak lagi,0
139,Muhammad Aidil,"Saya orang Padang, Sumatera Barat. In shaa Allah jika saya ke Jakarta akan saya pastikan akan singgah ke warung bapak tersebut. Perbuatan bapak sangat mulia, bapak adalah contoh mualaf yang menghabiskan masa tua dengan berbuat baik. Kisah bapak menjadi inspirasi. Terima kasih mengajarkan saya untuk tetap bersyukur. Salam.","Muhammad Aidil: Saya orang Padang, Sumatera Barat. In shaa Allah jika saya ke Jakarta akan saya pastikan akan singgah ke warung bapak tersebut. Perbuatan bapak sangat mulia, bapak adalah contoh mualaf yang menghabiskan masa tua dengan berbuat baik. Kisah bapak menjadi inspirasi. Terima kasih mengajarkan saya untuk tetap bersyukur. Salam.",1
140,Acoy Y,Pngn nyobain gw sama orng yg so jgoan,Acoy Y: Pngn nyobain gw sama orng yg so jgoan,1
141,Buana Ferri,maksih pak jarov kasih ya allah... semoga beliau selalu di berikan kesehatan oleh allah  amin ya robal alamin ,Buana Ferri: maksih pak jarov kasih ya allah... semoga beliau selalu di berikan kesehatan oleh allah  amin ya robal alamin ,0
142,BOCAH NDESO,"Mf y Bu,Ibu mah, pake hijab, tp kok rambut ny kliatan.","BOCAH NDESO: Mf y Bu,Ibu mah, pake hijab, tp kok rambut ny kliatan.",1
143,Andina Rampay,Semangat pak dedy mulyadi terharu liatnya di IG walaupun nggak menjabat apa2 tapi tetap mengabdi untuk sama2 membangun jabar ,Andina Rampay: Semangat pak dedy mulyadi terharu liatnya di IG walaupun nggak menjabat apa2 tapi tetap mengabdi untuk sama2 membangun jabar ,1
144,Ramabrebes7Zubernafikan NUSANTARA,mau jadi jagoan anda kena dor karepe adem ayemmm,Ramabrebes7Zubernafikan NUSANTARA: mau jadi jagoan anda kena dor karepe adem ayemmm,0
145,Mamik Hitam Munafi,Kelakuan bapa kalo matematika Allah berumur dan terus membantu. Inspiratif sekwali ketidak adilan pak hamka.,Mamik Hitam Munafi: Kelakuan bapa kalo matematika Allah berumur dan terus membantu. Inspiratif sekwali ketidak adilan pak hamka.,0
146,rizkimaulana kiw,"Tuh kan ngaku! brarti korusi EKTP itu fakta & nyata!!  Jd apa yng di katakn si fh yng trhormat itu bhw KPK bohong, ngawur, ngrang dsb adlh bulsit? Sgh trlalu.","rizkimaulana kiw: Tuh kan ngaku! brarti korusi EKTP itu fakta & nyata!!  Jd apa yng di katakn si fh yng trhormat itu bhw KPK bohong, ngawur, ngrang dsb adlh bulsit? Sgh trlalu.",1
147,Yanto Yang,"Nembak aja pak Kapolda gak ngaruh kok ga bisa perang saudara kalo sipil dikota toleran dan tertipu Lapas, ekonomi hari ini dgn niat baik pd keluarga bersama teman. Apakah itu tidak Jujur .. Terlalu membenci Hubungi Surga ....dari Tamaranya ... yang menilai emas untuk menyerang dan mencari nomor 3 terlebih dari tetangga","Yanto Yang: Nembak aja pak Kapolda gak ngaruh kok ga bisa perang saudara kalo sipil dikota toleran dan tertipu Lapas, ekonomi hari ini dgn niat baik pd keluarga bersama teman. Apakah itu tidak Jujur .. Terlalu membenci Hubungi Surga ....dari Tamaranya ... yang menilai emas untuk menyerang dan mencari nomor 3 terlebih dari tetangga",0
148,Andik Kumala,lindungi janji ahok bu risma . semua nya klo plg berkat segl control . Bagus bro kalah jesika jelek ,Andik Kumala: lindungi janji ahok bu risma . semua nya klo plg berkat segl control . Bagus bro kalah jesika jelek ,0
149,Galang Muhammad,Semoga Sholeh dan banyak olah dlm perteliti kuat. Pemberian tuhannya di surga pak.,Galang Muhammad: Semoga Sholeh dan banyak olah dlm perteliti kuat. Pemberian tuhannya di surga pak.,0
150,otousan okaasan,jaman ORLA pembangunan luar biasa. semoga sehat selalu.,otousan okaasan: jaman ORLA pembangunan luar biasa. semoga sehat selalu.,0
151,Yati mhd,Alhamdulillah walau saya bukan warga Jateng tapi saya suka dengan keras beliau .,Yati mhd: Alhamdulillah walau saya bukan warga Jateng tapi saya suka dengan keras beliau .,1
152,Meisya Syasya,"Inilah polri yg saya bagakan,selalu ada waktu rakyat membutuhkan","Meisya Syasya: Inilah polri yg saya bagakan,selalu ada waktu rakyat membutuhkan",1
153,Rizqi Dedek,sukses terus pak semoga bpk sekeluarga di beri kesehatan dan rizki yg lancar amiin,Rizqi Dedek: sukses terus pak semoga bpk sekeluarga di beri kesehatan dan rizki yg lancar amiin,1
154,Angga Juli,subahanallah amin allahmid aaaaa,Angga Juli: subahanallah amin allahmid aaaaa,0
155,arif pare,Semua orang genk motor dibandung tapi gak bisa berubah,arif pare: Semua orang genk motor dibandung tapi gak bisa berubah,0
156,Dina Riana,Yash! Bang Doniii btw ada si Cikodet wkwk,Dina Riana: Yash! Bang Doniii btw ada si Cikodet wkwk,1
157,Adi Wijayanto,Maksud klo pda perusx bin bsa mn brjuang.,Adi Wijayanto: Maksud klo pda perusx bin bsa mn brjuang.,0
158,Hadi Prasetyo,"mantap jiwa, kualitasnya sdh spt musiknya Alan Walker","Hadi Prasetyo: mantap jiwa, kualitasnya sdh spt musiknya Alan Walker",1
159,Mbok Cikrak,Alkhmdulilah pekaes nyungsep...di jawa,Mbok Cikrak: Alkhmdulilah pekaes nyungsep...di jawa,1
160,aini nurul,kita sebagai manusia harus memiliki jiwa kemanusiaan,aini nurul: kita sebagai manusia harus memiliki jiwa kemanusiaan,1
161,it has new,"datt pak mario org banyak di tv2 , emng bela sinetron","it has new: datt pak mario org banyak di tv2 , emng bela sinetron",0
162,budi soleh,"JAROT KALAH DI JAKARTA MALAH KABUR PELESIRAN , cebong lupa? atau gila? JAROT KALAH LAGI DI SUMUT, BANTENG NYUSRUK dimana2 euy. BANTEN JABAR JATIM SUMUT; partai korupsi banteng inlander","budi soleh: JAROT KALAH DI JAKARTA MALAH KABUR PELESIRAN , cebong lupa? atau gila? JAROT KALAH LAGI DI SUMUT, BANTENG NYUSRUK dimana2 euy. BANTEN JABAR JATIM SUMUT; partai korupsi banteng inlander",1
163,Lia Aulia,It's awes a daughy and qualisasi nya lagi ngada2 zamannya bagus banget muka nya songong2 ya?,Lia Aulia: It's awes a daughy and qualisasi nya lagi ngada2 zamannya bagus banget muka nya songong2 ya?,0
164,nhazz 45,"sedih banget.. pantes kata"" om mario dalem banget da ngena dihati","nhazz 45: sedih banget.. pantes kata"" om mario dalem banget da ngena dihati",1
165,marko minuse,alhamdulillah surga hadiah buat bpk jokowi,marko minuse: alhamdulillah surga hadiah buat bpk jokowi,0
166,Jasr Chan,Turut berduka cita ya atas meninggalnya,Jasr Chan: Turut berduka cita ya atas meninggalnya,1
167,Sri d cinta dollar Doloper,"survey liat pak nangis ya, aku tetap santun yg dicari gak nyambung, STNK sma Nasi (6. Prabowo Blusukan Bekasi. Kenapa Bismillah: ISIS = indonesia bersahaja. jd manusia yg terluka dan akte kelahiran nya. ","Sri d cinta dollar Doloper: survey liat pak nangis ya, aku tetap santun yg dicari gak nyambung, STNK sma Nasi (6. Prabowo Blusukan Bekasi. Kenapa Bismillah: ISIS = indonesia bersahaja. jd manusia yg terluka dan akte kelahiran nya. ",0
168,Deny Setyantoro,Kebanyakan main GTA jadi gubernur,Deny Setyantoro: Kebanyakan main GTA jadi gubernur,0
169,Hendra Widartha,PBB tp masih hebat cuma sekarang..... GK pinternya hanya hak politik itu mahal dan hewan2 anak adalah macanakah yg masih di hargai ..,Hendra Widartha: PBB tp masih hebat cuma sekarang..... GK pinternya hanya hak politik itu mahal dan hewan2 anak adalah macanakah yg masih di hargai ..,0
170,IrVan NoVianto,Sombong nya di makan.. popularitas turunan tp perbebelaan yg makin didengkol?mau mbok ya dipatahkn habis :,IrVan NoVianto: Sombong nya di makan.. popularitas turunan tp perbebelaan yg makin didengkol?mau mbok ya dipatahkn habis :,0
171,Batubarang Arepada,"Hati hati ini gerandangaN THE REAL MUSLIM, Oh ya, soalnya perburuhan internal kerja keras dari bantuan","Batubarang Arepada: Hati hati ini gerandangaN THE REAL MUSLIM, Oh ya, soalnya perburuhan internal kerja keras dari bantuan",0
172,Hairmoyo Hatmanto,Barrakaulloh sucses Banteng Indonedia masuk surga hol hahaha,Hairmoyo Hatmanto: Barrakaulloh sucses Banteng Indonedia masuk surga hol hahaha,0
173,Kong Barusan,makax punya seperti ini harus di tindak tegas...,Kong Barusan: makax punya seperti ini harus di tindak tegas...,0
174,Diva Aditya,manusia tiada yg sempurna biarlah mereka sendiri yang membanggakan ibu ario kiswinar ya?jd gk kelar mau d bwah dadi presiden yg  jangan  tp kok jadi kucing  semua  gosong  online  kok sll menang,Diva Aditya: manusia tiada yg sempurna biarlah mereka sendiri yang membanggakan ibu ario kiswinar ya?jd gk kelar mau d bwah dadi presiden yg  jangan  tp kok jadi kucing  semua  gosong  online  kok sll menang,0
175,Edo Suherman,Hay So jangan terlalu takut sama teroris juga..,Edo Suherman: Hay So jangan terlalu takut sama teroris juga..,0
176,Johnny Sahronny,ngomong bahasa indonesia aja kaya bukan urusan pemprov ,Johnny Sahronny: ngomong bahasa indonesia aja kaya bukan urusan pemprov ,0
177,A- yUsdItIra,"Di kira ini negara barat X,yang memperbolehkan memakai senjata seenak nya","A- yUsdItIra: Di kira ini negara barat X,yang memperbolehkan memakai senjata seenak nya",1
178,Arief Rahmawan,apalagi pemerkosa dibunuh sebesarnya secara hukum ga semakin lama masih di Ingin hidup.,Arief Rahmawan: apalagi pemerkosa dibunuh sebesarnya secara hukum ga semakin lama masih di Ingin hidup.,0
179,Sepay Ahmad Alfien di rumah di ,ngomong bahasa indo yg ga bener ??? atau ayam warna biru yg lagi naik diatas ya begitu,Sepay Ahmad Alfien di rumah di : ngomong bahasa indo yg ga bener ??? atau ayam warna biru yg lagi naik diatas ya begitu,0
180,bowie andhika,"Daripada terbang ke suriah mending terbang ke palestina, sudah nyata perang melawan zionis..mati masuk surga ","bowie andhika: Daripada terbang ke suriah mending terbang ke palestina, sudah nyata perang melawan zionis..mati masuk surga ",1
181,lax lie,sip nanya pengen muntah liat fota a ketepiten,lax lie: sip nanya pengen muntah liat fota a ketepiten,0
182,Djonny Dermawan,Gara2. Tiang listrik dik loe belain. Mang enak ha ha ha ha ha dasar oooooonnnnnnnn......................on.,Djonny Dermawan: Gara2. Tiang listrik dik loe belain. Mang enak ha ha ha ha ha dasar oooooonnnnnnnn......................on.,1
